Circuit,Weather Station,Wind Sustained,Gust Sustained,Thresholds (Sustained/ Gust),FPI Value,Reasons for De‐Energization,month,days,year,Wind Threshold,Gust Threshold,Wind Trigger Percentage,Gust Trigger Percentage,Combined Trigger Percentage,start day,end day,start,end
ACOSTA,SCE Bullock Spur,23.4,46.1,31/46,13.8,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,75.48387096774192,100.21739130434784,100.21739130434784,12,21,2021-01-12,2021-01-21
IMPALA,SCE Lyte Creek Rd,29.7,55.2,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,95.80645161290322,120.0,120.0,12,21,2021-01-12,2021-01-21
AVANTI,SCE W Little League Dr,32.9,55.0,31/46,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,106.12903225806451,119.56521739130434,119.56521739130434,12,21,2021-01-12,2021-01-21
SWEETWATER,SCE Badger Canyon,33.4,49.8,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,107.74193548387096,108.26086956521739,108.26086956521739,12,21,2021-01-12,2021-01-21
CALSTATE,SCE Devil Canyon,37.6,56.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,121.29032258064515,122.39130434782608,122.39130434782608,12,21,2021-01-12,2021-01-21
ECHO,SCE Arrowhead Springs Rd,29.5,44.7,31/46,13.7,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,95.16129032258065,97.17391304347827,97.17391304347827,12,21,2021-01-12,2021-01-21
BADGER,SCE Buena Vis,36.7,53.9,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,118.38709677419357,117.17391304347827,118.38709677419357,12,21,2021-01-12,2021-01-21
VERDEMONT,SCE W Little League Dr,37.7,56.9,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,121.61290322580646,123.69565217391305,123.69565217391305,12,21,2021-01-12,2021-01-21
CARMELITA,San Bernardino SCUBA,29.0,59.0,31/46,13.7,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,93.54838709677419,128.26086956521738,128.26086956521738,12,21,2021-01-12,2021-01-21
NORTHPARK,DEVORE (DVOC1),32.0,52.0,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,103.2258064516129,113.04347826086956,113.04347826086956,12,21,2021-01-12,2021-01-21
BELPAC,SCE N Wendy Dr,30.9,43.1,31/42,12.6,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,42.0,99.6774193548387,102.61904761904763,102.61904761904763,12,21,2021-01-12,2021-01-21
ANTON,SCE Happy Camp Rd,25.2,40.4,31/46,12.5,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,81.29032258064515,87.82608695652173,87.82608695652173,12,21,2021-01-12,2021-01-21
ANTON,SCE Happy Camp Rd,25.2,40.4,31/46,12.5,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,81.29032258064515,87.82608695652173,87.82608695652173,12,21,2021-01-12,2021-01-21
BALCOM,SCE South Mountain,28.1,38.0,31/46,12.4,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,90.64516129032259,82.6086956521739,90.64516129032259,12,21,2021-01-12,2021-01-21
RAINBOW,SCE South Mountain,28.1,38.0,31/46,12.5,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,90.64516129032259,82.6086956521739,90.64516129032259,12,21,2021-01-12,2021-01-21
TAPO,SCE Iron Trough Canyon,19.3,41.72,31/46,12.64,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,62.25806451612903,90.69565217391305,90.69565217391305,12,21,2021-01-12,2021-01-21
CASTRO,SCE Anlauf Canyon,28.5,49.17,29.8/46,12.41,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,29.8,46.0,95.63758389261746,106.8913043478261,106.8913043478261,12,21,2021-01-12,2021-01-21
ESTABAN,SCE Hondo Barranca Rd,21.6,43.26,31/44.8,13.4,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,44.8,69.6774193548387,96.5625,96.5625,12,21,2021-01-12,2021-01-21
BUCKHORN,SCE Santa Felicia Canyon Rd,17.7,46.47,31/46,12.49,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,57.096774193548384,101.02173913043477,101.02173913043477,12,21,2021-01-12,2021-01-21
TIMBER CANYON,SCE Toland Park,26.6,45.7,31/46,12.5,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,85.80645161290323,99.34782608695653,99.34782608695653,12,21,2021-01-12,2021-01-21
ANGUS,SCE Toland Park,28.8,46.0,31/46,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,92.90322580645162,100.0,100.0,12,21,2021-01-12,2021-01-21
ZONE,SCE Long Canyon,28.7,46.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,92.58064516129032,100.65217391304347,100.65217391304347,12,21,2021-01-12,2021-01-21
RICARDO,SCE Crimea Street Fire Rd,31.1,55.3,31/46,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,100.32258064516128,120.21739130434781,120.21739130434781,12,21,2021-01-12,2021-01-21
RAINBOW,SCE Somis,23.0,46.7,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,74.19354838709677,101.52173913043478,101.52173913043478,12,21,2021-01-12,2021-01-21
ZONE,SCE Somis,23.0,46.7,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,74.19354838709677,101.52173913043478,101.52173913043478,12,21,2021-01-12,2021-01-21
AMBERCREST,SCE Thousand Oaks,29.5,46.8,31/44,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,44.0,95.16129032258065,106.36363636363635,106.36363636363635,12,21,2021-01-12,2021-01-21
HAMPSHIRE,SCE Thousand Oaks,29.5,46.8,31/45,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,95.16129032258065,104.0,104.0,12,21,2021-01-12,2021-01-21
HILLCREST,SCE Thousand Oaks,34.6,50.3,31/45,12.6,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,111.61290322580646,111.77777777777777,111.77777777777777,12,21,2021-01-12,2021-01-21
GOLDSMITH,SCE Thousand Oaks,29.5,46.8,31/45,13.1,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,95.16129032258065,104.0,104.0,12,21,2021-01-12,2021-01-21
LANGER,SCE Thousand Oaks,29.5,46.8,31/45,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,95.16129032258065,104.0,104.0,12,21,2021-01-12,2021-01-21
CASSIDY,SCEGuardian St Hills,29.1,49.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,93.87096774193549,107.17391304347825,107.17391304347825,12,21,2021-01-12,2021-01-21
ANTON,SCE Rifleman Rd,24.8,50.1,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,80.0,108.91304347826087,108.91304347826087,12,21,2021-01-12,2021-01-21
ENCHANTED,SCE Simi Valley Landfill,29.4,53.2,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,94.83870967741936,115.65217391304347,115.65217391304347,12,21,2021-01-12,2021-01-21
MIDDLE ROAD,SCE Santa Paula,24.0,46.2,26/42,12.7,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,26.0,42.0,92.3076923076923,110.00000000000001,110.00000000000001,12,21,2021-01-12,2021-01-21
ESTABAN,SCE El Rio,28.2,51.8,31/45,13.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,90.96774193548387,115.1111111111111,115.1111111111111,12,21,2021-01-12,2021-01-21
MORGANSTEIN,SCE Simi Valley 2,27.4,48.7,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,88.38709677419354,105.8695652173913,105.8695652173913,12,21,2021-01-12,2021-01-21
ROSA,SCE las Posas Hills,32.1,49.9,31/46,12.1,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,103.5483870967742,108.47826086956522,108.47826086956522,12,21,2021-01-12,2021-01-21
DONLON,SCE Las Posas Hills,32.1,49.9,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,103.5483870967742,108.47826086956522,108.47826086956522,12,21,2021-01-12,2021-01-21
WHITECLIFF,SCE Thousand Oaks,34.2,48.0,31/46,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,110.3225806451613,104.34782608695652,110.3225806451613,12,21,2021-01-12,2021-01-21
DONLON,SCE Somis,30.0,54.1,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.7741935483871,117.6086956521739,117.6086956521739,12,21,2021-01-12,2021-01-21
DONLON,SCE Orchard Rd,23.5,50.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,75.80645161290323,109.34782608695653,109.34782608695653,12,21,2021-01-12,2021-01-21
BUCKNER,SCE Simi‐Third St,28.7,54.6,31/45,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,92.58064516129032,121.33333333333334,121.33333333333334,12,21,2021-01-12,2021-01-21
ERRINGER,SCE Simi‐Third St,28.7,54.6,31/45,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,92.58064516129032,121.33333333333334,121.33333333333334,12,21,2021-01-12,2021-01-21
EVERETT,SCE Moorpark College,31.7,61.2,31/46,12.1,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,102.25806451612902,133.04347826086956,133.04347826086956,12,21,2021-01-12,2021-01-21
STRATHERN,SCE Moorpark College,31.7,61.2,31/46,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,102.25806451612902,133.04347826086956,133.04347826086956,12,21,2021-01-12,2021-01-21
COVENTRY,SCE Los Robles Trail,28.7,47.4,31/46,12.6,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,92.58064516129032,103.04347826086956,103.04347826086956,12,21,2021-01-12,2021-01-21
WHITECLIFF,SCE Thousand Oaks,34.2,48.0,31/46,12.42,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,110.3225806451613,104.34782608695652,110.3225806451613,12,21,2021-01-12,2021-01-21
ACCENT,SCE Redlands Blvd,26.3,37.9,27/38,12.0,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,27.0,38.0,97.4074074074074,99.73684210526315,99.73684210526315,12,21,2021-01-12,2021-01-21
